product_code,date,general_stars,softens_the_hair_stars,formulation_stars,scent_stars,key_words,text,number_of_likes
GA230819992,20231224,5,5,5,5,,So nice I love it omg 🥰🥰🥰,0
GA230819992,20231221,5,5,4,4,"Hair Type: Hair loss
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",Like.                         .,0
GA230819992,20231220,5,5,5,4,"Hair Type: Hair loss
Hair Concern: Balancing ,Hair Growth,Scalp Treatment ",Great product! My scalp feels refreshed after applying it and my hair doesn&rsquo;t feel greasy at all.,0
GA230819992,20231218,5,3,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Hair Growth,Color Protection,Balancing ","I don&rsquo;t think the purpose of this item is to make your hair soft. Love the smell, is a strong peppermint smell and the feeling after applying is very refreshing. Another product I&rsquo;ve not seen help with hair loss or growth but I&rsquo;ve only started using it ",0
GA230819992,20231217,5,5,5,5,"Hair Type: Dry 
Hair Concern: Hair Growth",Bought to stock up as i love it,0
GA230819992,20231217,5,3,4,3,"Hair Type: Hair loss
Hair Concern: Anti-Frizz,Hair Growth,Shine ","spray after shower, it makes my scalp so cool and fresh. feel so great.",0
GA230819992,20231217,4,4,5,5,"Hair Type: Dry 
Hair Concern: Thickening ,Volumizing,Scalp Treatment ",I don&#39;t know if it really works for the root or something but it helps the cooling down the scalp. ,0
GA230819992,20231214,3,3,4,3,"Hair Type: Curly & Wavy 
Hair Concern: Damage Repair,Hair Growth,Heat Protection",It seems to work but you can&rsquo;t tell really,0
GA230819992,20231211,5,5,5,5,"Hair Type: Fine 
Hair Concern: Hair Growth,Balancing ,Damage Repair","Scalp feels great, fresh, and clean. ",0
GA230819992,20231205,4,3,3,5,"Hair Concern: Anti-Dandruff,Hair Growth,Scalp Treatment ","Having used this a couple of times, the product is easy to apply due to well designed packaging. The rosemary scent is pleasant, without being overpowering. This does feel like it helps extend the liveliness of my hair between washes a little, but not massively.",0
GA230819992,20231202,3,3,2,3,,Fresh feeling when applying the product but have not see result for my hair growth yet. ,0
GA230819992,20231201,2,1,2,3,"Hair Type: Colored
Hair Concern: Color Protection,Hair Growth,Heat Protection","I feel like it doesn&#39;t really do anything for my hair. I really wanted to like it because I saw everyone raving about it on Tiktok but unfortunately it just didn&#39;t work out for me. :( For reference, I have fine, Asian hair. My scalp gets oily pretty quickly too. This product has a strong scent. I don&#39;t mind it but if you have sensitivities to scents, I would watch out for this product! ",0
GA230819992,20231127,5,5,5,5,,"best ever, not oily, hair growing! ",0
GA230819992,20231123,5,5,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Anti-Frizz,Scalp Treatment ","smells great 
have seen a difference in my roots ",0
GA230819992,20231120,4,4,4,4,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ",I haven&#39;t seen dramatic effects until yet. But I will continue it more bottles to see long-term effects. ,0
GA230819992,20231119,4,2,4,5,"Hair Type: Weakened 
Hair Concern: Damage Repair,Hair Growth,Scalp Treatment ",This has started to help my hair grow and smells great! ,0
GA230819992,20231119,3,2,4,5,"Hair Type: Hair loss
Hair Concern: Color Protection,Damage Repair,Hair Growth",It&#39;s refreshing and feels nice,0
GA230819992,20231119,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Frizz,Damage Repair,Hair Growth","Smells  amazing and my scalp feels refreshed, after applying it my hair is not greasy at all.",0
GA230819992,20231119,5,3,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Heat Protection,Shine ","I have been struggling with hair thinking lately, so I was in the lookout for a product that could aid in the health of my scalp&hellip; so far I can say I like how this product feels in application, it also has a pretty minty smell&hellip; I would definitely recommend! ",0
GA230819992,20231116,5,5,5,5,"Hair Type: Fine 
Hair Concern: Damage Repair,Hair Growth,Hydrating",It helps a lot with my cousin hair. She told me she saw a-lot of baby hair and improve on her hair loss.,0
GA230819992,20231115,5,5,5,5,,"Less hair shedding and shinier hair, for sure. I will buy it again ",0
GA230819992,20231114,4,5,4,4,,"This spray is very nice! I love it but, the smell of rosemary is a bit strong for my taste. This does definitely help your hair volume though. ",0
GA230819992,20231114,5,5,5,5,,I can see that the rosemary is kinda working around my hairline with more baby hairs coming out. I use this after showering since I think it works best with clean hair and scalp. The rosemary scent is nice and creates a cooling sensation on my scalp. ,0
GA230819992,20231110,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Thickening ",Has really nice and relaxing smell. This helps my scalp a lot too. ,0
GA230819992,20231110,5,5,5,5,"Hair Type: Dry 
Hair Concern: Anti-Frizz,Balancing ,Hair Growth",I think this is my 5th time purchasing this product and just to let you know this really works. You will see new hair growth after using 2 bottles. Also very light weight so doesn&rsquo;t weight your hair down or anything super cooling effect too,0
GA230819992,20231106,5,3,5,5,"Hair Type: Dry 
Hair Concern: Hair Growth,Hydrating,Purifying ","Using this product to refresh my roots after a workout. Gets my hair back to a fresh wash look. I wash my hair once a week, this products helps keep my scalp clean and refresh. Not sure yet about regrowth yet, it&rsquo;s still a little early to tell. I am going through the product and love the cooling mint sensation on my scalp after use. ",0
GA230819992,20231103,5,4,5,5,"Hair Type: Fine 
Hair Concern: Anti-Dandruff,Hydrating,Scalp Treatment ","This smells so good and herbal, and while I haven&#39;t noticed any difference with my hair, it makes my scalp feel amazing",0
GA230819992,20231102,5,1,5,5,"Hair Type: Dry 
Hair Concern: Anti-Dandruff,Damage Repair,Anti-Frizz",It help to refresh hair. Very soothing on the scalp too,0
GA230819992,20231030,5,3,5,5,"Hair Type: Curly & Wavy 
Hair Concern: Balancing ,Color Protection,Hair Growth","It has a minty scent, makes my head feels fresh after applying, the minty scent goes away after use maybe 20 to 30 minutes later. I bought this product because of what the reviews said about helping with hair issues. I have not use this product long enough to say if it works for me ",0
GA230819992,20231026,5,5,5,5,"Hair Type: Frizzy 
Hair Concern: Anti-Frizz,Damage Repair,Hydrating",It softens hair well with great scent!,0
GA230819992,20231026,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Frizz,Color Protection,Heat Protection",Ive been using the sample for the past 10 days and i loved it so much j had to get the 1+1 promo,0
GA230819992,20231023,4,1,4,5,"Hair Type: Colored
Hair Concern: Anti-Frizz,Color Protection,Damage Repair",I have only been using for few months so I can&#39;t say much about hair growth. I don&#39;t see any improvement in hair loss though. You have to go light handed with the amount or it can cause the scalp to be greasy. It has rosemary scent which I like so it doesn&#39;t bother me at all. ,0
GA230819992,20231019,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",Okay! I love this so much and so fresh ,0
GA230819992,20231018,5,5,5,5,,Good smell. I have been using it for almost 1 month I start to see some new hair growing ,0
GA230819992,20231003,5,5,5,5,"Hair Type: Colored
Hair Concern: Anti-Dandruff,Anti-Frizz,Balancing ",とてもお買い得なヘアトニックです。私の髪は前髪に戻り始めました。さらなる結果を期待しています。,0
GA230819992,20230929,5,3,5,2,"Hair Type: Fine 
Hair Concern: Anti-Frizz,Hydrating,Scalp Treatment ","This is my third purchase. I don&#39;t see any dramatic effects from it yet, and already my scalp was getting healthier from Labo-H shampoo. But I like its cooling and I heard rosemary oil is good for scalp after 6 months, so I keep using it for now. The only thing I hate is its smell which is like alcohol. I will finish two more bottles of this set and will decide whether to continue to use it or not. ",0
GA230819992,20230924,5,4,5,5,"Hair Type: Fine 
Hair Concern: Scalp Treatment ","2年くらい愛用してます。
ストックがなくなりそうなのでお得なセットがあって嬉しかったです。",0
